t,state,qr,qe,demand,inventory,period_cost,demand_low,demand_high,avg_sim_cost,dp_value
0,"(6, 0, 0)",3,0,2,4,20.0,0,3,22.433332443237305,23.055089579379153
1,"(4, 3, 1)",0,0,1,6,15.0,0,3,22.433332443237305,23.055089579379153
2,"(6, 0, 2)",0,0,0,6,30.0,0,3,22.433332443237305,23.055089579379153
3,"(6, 0, 0)",3,0,2,4,20.0,0,3,22.433332443237305,23.055089579379153
4,"(4, 3, 1)",0,0,0,7,20.0,0,3,22.433332443237305,23.055089579379153
5,"(7, 0, 2)",0,0,1,6,30.0,0,3,22.433332443237305,23.055089579379153
6,"(6, 0, 0)",3,0,1,5,25.0,0,3,22.433332443237305,23.055089579379153
7,"(5, 3, 1)",0,0,1,7,20.0,0,3,22.433332443237305,23.055089579379153
8,"(7, 0, 2)",0,0,1,6,30.0,0,3,22.433332443237305,23.055089579379153
9,"(6, 0, 0)",3,0,1,5,25.0,0,3,22.433332443237305,23.055089579379153
10,"(5, 3, 1)",0,0,2,6,15.0,0,3,22.433332443237305,23.055089579379153
11,"(6, 0, 2)",0,0,0,6,30.0,0,3,22.433332443237305,23.055089579379153
12,"(6, 0, 0)",3,0,0,6,30.0,0,3,22.433332443237305,23.055089579379153
13,"(6, 3, 1)",0,0,2,7,20.0,0,3,22.433332443237305,23.055089579379153
14,"(7, 0, 2)",0,0,2,5,25.0,0,3,22.433332443237305,23.055089579379153
15,"(5, 0, 0)",3,0,3,2,10.0,0,3,22.433332443237305,23.055089579379153
16,"(2, 3, 1)",0,1,0,6,35.0,0,3,22.433332443237305,23.055089579379153
17,"(6, 0, 2)",0,0,2,4,20.0,0,3,22.433332443237305,23.055089579379153
18,"(4, 0, 0)",3,0,3,1,5.0,0,3,22.433332443237305,23.055089579379153
19,"(1, 3, 1)",0,2,3,3,40.0,0,3,22.433332443237305,23.055089579379153
20,"(3, 0, 2)",0,0,0,3,15.0,0,3,22.433332443237305,23.055089579379153
21,"(3, 0, 0)",3,0,1,2,10.0,0,3,22.433332443237305,23.055089579379153
22,"(2, 3, 1)",0,1,0,6,35.0,0,3,22.433332443237305,23.055089579379153
23,"(6, 0, 2)",0,0,0,6,30.0,0,3,22.433332443237305,23.055089579379153
24,"(6, 0, 0)",3,0,3,3,15.0,0,3,22.433332443237305,23.055089579379153
25,"(3, 3, 1)",0,0,1,5,10.0,0,3,22.433332443237305,23.055089579379153
26,"(5, 0, 2)",0,0,2,3,15.0,0,3,22.433332443237305,23.055089579379153
27,"(3, 0, 0)",3,0,0,3,15.0,0,3,22.433332443237305,23.055089579379153
28,"(3, 3, 1)",0,0,2,4,5.0,0,3,22.433332443237305,23.055089579379153
29,"(4, 0, 2)",0,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
30,"(4, 0, 0)",3,0,2,2,10.0,0,3,22.433332443237305,23.055089579379153
31,"(2, 3, 1)",0,1,1,5,30.0,0,3,22.433332443237305,23.055089579379153
32,"(5, 0, 2)",0,0,1,4,20.0,0,3,22.433332443237305,23.055089579379153
33,"(4, 0, 0)",3,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
34,"(4, 3, 1)",0,0,2,5,10.0,0,3,22.433332443237305,23.055089579379153
35,"(5, 0, 2)",0,0,3,2,10.0,0,3,22.433332443237305,23.055089579379153
36,"(2, 0, 0)",3,1,2,1,25.0,0,3,22.433332443237305,23.055089579379153
37,"(1, 3, 1)",0,2,0,6,55.0,0,3,22.433332443237305,23.055089579379153
38,"(6, 0, 2)",0,0,2,4,20.0,0,3,22.433332443237305,23.055089579379153
39,"(4, 0, 0)",3,0,1,3,15.0,0,3,22.433332443237305,23.055089579379153
40,"(3, 3, 1)",0,0,0,6,15.0,0,3,22.433332443237305,23.055089579379153
41,"(6, 0, 2)",0,0,3,3,15.0,0,3,22.433332443237305,23.055089579379153
42,"(3, 0, 0)",3,0,2,1,5.0,0,3,22.433332443237305,23.055089579379153
43,"(1, 3, 1)",0,2,2,4,45.0,0,3,22.433332443237305,23.055089579379153
44,"(4, 0, 2)",0,0,1,3,15.0,0,3,22.433332443237305,23.055089579379153
45,"(3, 0, 0)",3,0,1,2,10.0,0,3,22.433332443237305,23.055089579379153
46,"(2, 3, 1)",0,1,2,4,25.0,0,3,22.433332443237305,23.055089579379153
47,"(4, 0, 2)",0,0,2,2,10.0,0,3,22.433332443237305,23.055089579379153
48,"(2, 0, 0)",3,1,2,1,25.0,0,3,22.433332443237305,23.055089579379153
49,"(1, 3, 1)",0,2,1,5,50.0,0,3,22.433332443237305,23.055089579379153
50,"(5, 0, 2)",0,0,3,2,10.0,0,3,22.433332443237305,23.055089579379153
51,"(2, 0, 0)",3,1,1,2,30.0,0,3,22.433332443237305,23.055089579379153
52,"(2, 3, 1)",0,1,0,6,35.0,0,3,22.433332443237305,23.055089579379153
53,"(6, 0, 2)",0,0,1,5,25.0,0,3,22.433332443237305,23.055089579379153
54,"(5, 0, 0)",3,0,3,2,10.0,0,3,22.433332443237305,23.055089579379153
55,"(2, 3, 1)",0,1,2,4,25.0,0,3,22.433332443237305,23.055089579379153
56,"(4, 0, 2)",0,0,1,3,15.0,0,3,22.433332443237305,23.055089579379153
57,"(3, 0, 0)",3,0,1,2,10.0,0,3,22.433332443237305,23.055089579379153
58,"(2, 3, 1)",0,1,1,5,30.0,0,3,22.433332443237305,23.055089579379153
59,"(5, 0, 2)",0,0,0,5,25.0,0,3,22.433332443237305,23.055089579379153
60,"(5, 0, 0)",3,0,0,5,25.0,0,3,22.433332443237305,23.055089579379153
61,"(5, 3, 1)",0,0,3,5,10.0,0,3,22.433332443237305,23.055089579379153
62,"(5, 0, 2)",0,0,3,2,10.0,0,3,22.433332443237305,23.055089579379153
63,"(2, 0, 0)",3,1,3,0,20.0,0,3,22.433332443237305,23.055089579379153
64,"(0, 3, 1)",0,3,0,6,75.0,0,3,22.433332443237305,23.055089579379153
65,"(6, 0, 2)",0,0,3,3,15.0,0,3,22.433332443237305,23.055089579379153
66,"(3, 0, 0)",3,0,0,3,15.0,0,3,22.433332443237305,23.055089579379153
67,"(3, 3, 1)",0,0,3,3,0.0,0,3,22.433332443237305,23.055089579379153
68,"(3, 0, 2)",0,0,3,0,0.0,0,3,22.433332443237305,23.055089579379153
69,"(0, 0, 0)",3,3,3,0,60.0,0,3,22.433332443237305,23.055089579379153
70,"(0, 3, 1)",0,3,3,3,60.0,0,3,22.433332443237305,23.055089579379153
71,"(3, 0, 2)",0,0,3,0,0.0,0,3,22.433332443237305,23.055089579379153
72,"(0, 0, 0)",3,3,2,1,65.0,0,3,22.433332443237305,23.055089579379153
73,"(1, 3, 1)",0,2,2,4,45.0,0,3,22.433332443237305,23.055089579379153
74,"(4, 0, 2)",0,0,1,3,15.0,0,3,22.433332443237305,23.055089579379153
75,"(3, 0, 0)",3,0,2,1,5.0,0,3,22.433332443237305,23.055089579379153
76,"(1, 3, 1)",0,2,1,5,50.0,0,3,22.433332443237305,23.055089579379153
77,"(5, 0, 2)",0,0,1,4,20.0,0,3,22.433332443237305,23.055089579379153
78,"(4, 0, 0)",3,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
79,"(4, 3, 1)",0,0,1,6,15.0,0,3,22.433332443237305,23.055089579379153
80,"(6, 0, 2)",0,0,0,6,30.0,0,3,22.433332443237305,23.055089579379153
81,"(6, 0, 0)",3,0,1,5,25.0,0,3,22.433332443237305,23.055089579379153
82,"(5, 3, 1)",0,0,0,8,25.0,0,3,22.433332443237305,23.055089579379153
83,"(8, 0, 2)",0,0,0,8,40.0,0,3,22.433332443237305,23.055089579379153
84,"(8, 0, 0)",1,0,2,6,30.0,0,3,22.433332443237305,23.055089579379153
85,"(6, 1, 1)",0,0,3,4,15.0,0,3,22.433332443237305,23.055089579379153
86,"(4, 0, 2)",0,0,3,1,5.0,0,3,22.433332443237305,23.055089579379153
87,"(1, 0, 0)",3,2,3,0,40.0,0,3,22.433332443237305,23.055089579379153
88,"(0, 3, 1)",0,3,0,6,75.0,0,3,22.433332443237305,23.055089579379153
89,"(6, 0, 2)",0,0,0,6,30.0,0,3,22.433332443237305,23.055089579379153
90,"(6, 0, 0)",3,0,2,4,20.0,0,3,22.433332443237305,23.055089579379153
91,"(4, 3, 1)",0,0,3,4,5.0,0,3,22.433332443237305,23.055089579379153
92,"(4, 0, 2)",0,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
93,"(4, 0, 0)",3,0,2,2,10.0,0,3,22.433332443237305,23.055089579379153
94,"(2, 3, 1)",0,1,3,3,20.0,0,3,22.433332443237305,23.055089579379153
95,"(3, 0, 2)",0,0,2,1,5.0,0,3,22.433332443237305,23.055089579379153
96,"(1, 0, 0)",3,2,0,3,55.0,0,3,22.433332443237305,23.055089579379153
97,"(3, 3, 1)",0,0,3,3,0.0,0,3,22.433332443237305,23.055089579379153
98,"(3, 0, 2)",0,0,2,1,5.0,0,3,22.433332443237305,23.055089579379153
99,"(1, 0, 0)",3,2,3,0,40.0,0,3,22.433332443237305,23.055089579379153
100,"(0, 3, 1)",0,3,0,6,75.0,0,3,22.433332443237305,23.055089579379153
101,"(6, 0, 2)",0,0,3,3,15.0,0,3,22.433332443237305,23.055089579379153
102,"(3, 0, 0)",3,0,0,3,15.0,0,3,22.433332443237305,23.055089579379153
103,"(3, 3, 1)",0,0,3,3,0.0,0,3,22.433332443237305,23.055089579379153
104,"(3, 0, 2)",0,0,1,2,10.0,0,3,22.433332443237305,23.055089579379153
105,"(2, 0, 0)",3,1,3,0,20.0,0,3,22.433332443237305,23.055089579379153
106,"(0, 3, 1)",0,3,2,4,65.0,0,3,22.433332443237305,23.055089579379153
107,"(4, 0, 2)",0,0,2,2,10.0,0,3,22.433332443237305,23.055089579379153
108,"(2, 0, 0)",3,1,1,2,30.0,0,3,22.433332443237305,23.055089579379153
109,"(2, 3, 1)",0,1,2,4,25.0,0,3,22.433332443237305,23.055089579379153
110,"(4, 0, 2)",0,0,1,3,15.0,0,3,22.433332443237305,23.055089579379153
111,"(3, 0, 0)",3,0,0,3,15.0,0,3,22.433332443237305,23.055089579379153
112,"(3, 3, 1)",0,0,1,5,10.0,0,3,22.433332443237305,23.055089579379153
113,"(5, 0, 2)",0,0,3,2,10.0,0,3,22.433332443237305,23.055089579379153
114,"(2, 0, 0)",3,1,1,2,30.0,0,3,22.433332443237305,23.055089579379153
115,"(2, 3, 1)",0,1,2,4,25.0,0,3,22.433332443237305,23.055089579379153
116,"(4, 0, 2)",0,0,1,3,15.0,0,3,22.433332443237305,23.055089579379153
117,"(3, 0, 0)",3,0,3,0,0.0,0,3,22.433332443237305,23.055089579379153
118,"(0, 3, 1)",0,3,3,3,60.0,0,3,22.433332443237305,23.055089579379153
119,"(3, 0, 2)",0,0,2,1,5.0,0,3,22.433332443237305,23.055089579379153
120,"(1, 0, 0)",3,2,0,3,55.0,0,3,22.433332443237305,23.055089579379153
121,"(3, 3, 1)",0,0,0,6,15.0,0,3,22.433332443237305,23.055089579379153
122,"(6, 0, 2)",0,0,2,4,20.0,0,3,22.433332443237305,23.055089579379153
123,"(4, 0, 0)",3,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
124,"(4, 3, 1)",0,0,3,4,5.0,0,3,22.433332443237305,23.055089579379153
125,"(4, 0, 2)",0,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
126,"(4, 0, 0)",3,0,2,2,10.0,0,3,22.433332443237305,23.055089579379153
127,"(2, 3, 1)",0,1,3,3,20.0,0,3,22.433332443237305,23.055089579379153
128,"(3, 0, 2)",0,0,3,0,0.0,0,3,22.433332443237305,23.055089579379153
129,"(0, 0, 0)",3,3,2,1,65.0,0,3,22.433332443237305,23.055089579379153
130,"(1, 3, 1)",0,2,0,6,55.0,0,3,22.433332443237305,23.055089579379153
131,"(6, 0, 2)",0,0,3,3,15.0,0,3,22.433332443237305,23.055089579379153
132,"(3, 0, 0)",3,0,1,2,10.0,0,3,22.433332443237305,23.055089579379153
133,"(2, 3, 1)",0,1,0,6,35.0,0,3,22.433332443237305,23.055089579379153
134,"(6, 0, 2)",0,0,3,3,15.0,0,3,22.433332443237305,23.055089579379153
135,"(3, 0, 0)",3,0,1,2,10.0,0,3,22.433332443237305,23.055089579379153
136,"(2, 3, 1)",0,1,1,5,30.0,0,3,22.433332443237305,23.055089579379153
137,"(5, 0, 2)",0,0,3,2,10.0,0,3,22.433332443237305,23.055089579379153
138,"(2, 0, 0)",3,1,0,3,35.0,0,3,22.433332443237305,23.055089579379153
139,"(3, 3, 1)",0,0,0,6,15.0,0,3,22.433332443237305,23.055089579379153
140,"(6, 0, 2)",0,0,2,4,20.0,0,3,22.433332443237305,23.055089579379153
141,"(4, 0, 0)",3,0,1,3,15.0,0,3,22.433332443237305,23.055089579379153
142,"(3, 3, 1)",0,0,2,4,5.0,0,3,22.433332443237305,23.055089579379153
143,"(4, 0, 2)",0,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
144,"(4, 0, 0)",3,0,2,2,10.0,0,3,22.433332443237305,23.055089579379153
145,"(2, 3, 1)",0,1,1,5,30.0,0,3,22.433332443237305,23.055089579379153
146,"(5, 0, 2)",0,0,1,4,20.0,0,3,22.433332443237305,23.055089579379153
147,"(4, 0, 0)",3,0,0,4,20.0,0,3,22.433332443237305,23.055089579379153
148,"(4, 3, 1)",0,0,3,4,5.0,0,3,22.433332443237305,23.055089579379153
149,"(4, 0, 2)",0,0,2,2,10.0,0,3,22.433332443237305,23.055089579379153
0,"(6, 0, 0)",4,0,3,3,15.0,0,4,29.133333206176758,30.34973074359819
1,"(3, 4, 1)",0,1,1,7,35.0,0,4,29.133333206176758,30.34973074359819
2,"(7, 0, 2)",0,0,1,6,30.0,0,4,29.133333206176758,30.34973074359819
3,"(6, 0, 0)",4,0,3,3,15.0,0,4,29.133333206176758,30.34973074359819
4,"(3, 4, 1)",0,1,1,7,35.0,0,4,29.133333206176758,30.34973074359819
5,"(7, 0, 2)",0,0,1,6,30.0,0,4,29.133333206176758,30.34973074359819
6,"(6, 0, 0)",4,0,1,5,25.0,0,4,29.133333206176758,30.34973074359819
7,"(5, 4, 1)",0,0,1,8,20.0,0,4,29.133333206176758,30.34973074359819
8,"(8, 0, 2)",0,0,1,7,35.0,0,4,29.133333206176758,30.34973074359819
9,"(7, 0, 0)",4,0,1,6,30.0,0,4,29.133333206176758,30.34973074359819
10,"(6, 4, 1)",0,0,3,7,15.0,0,4,29.133333206176758,30.34973074359819
11,"(7, 0, 2)",0,0,0,7,35.0,0,4,29.133333206176758,30.34973074359819
12,"(7, 0, 0)",4,0,0,7,35.0,0,4,29.133333206176758,30.34973074359819
13,"(7, 4, 1)",0,0,2,9,25.0,0,4,29.133333206176758,30.34973074359819
14,"(9, 0, 2)",0,0,2,7,35.0,0,4,29.133333206176758,30.34973074359819
15,"(7, 0, 0)",4,0,3,4,20.0,0,4,29.133333206176758,30.34973074359819
16,"(4, 4, 1)",0,0,0,8,20.0,0,4,29.133333206176758,30.34973074359819
17,"(8, 0, 2)",0,0,3,5,25.0,0,4,29.133333206176758,30.34973074359819
18,"(5, 0, 0)",4,0,3,2,10.0,0,4,29.133333206176758,30.34973074359819
19,"(2, 4, 1)",0,2,3,5,45.0,0,4,29.133333206176758,30.34973074359819
20,"(5, 0, 2)",0,0,0,5,25.0,0,4,29.133333206176758,30.34973074359819
21,"(5, 0, 0)",4,0,1,4,20.0,0,4,29.133333206176758,30.34973074359819
22,"(4, 4, 1)",0,0,0,8,20.0,0,4,29.133333206176758,30.34973074359819
23,"(8, 0, 2)",0,0,0,8,40.0,0,4,29.133333206176758,30.34973074359819
24,"(8, 0, 0)",4,0,3,5,25.0,0,4,29.133333206176758,30.34973074359819
25,"(5, 4, 1)",0,0,2,7,15.0,0,4,29.133333206176758,30.34973074359819
26,"(7, 0, 2)",0,0,3,4,20.0,0,4,29.133333206176758,30.34973074359819
27,"(4, 0, 0)",4,0,1,3,15.0,0,4,29.133333206176758,30.34973074359819
28,"(3, 4, 1)",0,1,2,6,30.0,0,4,29.133333206176758,30.34973074359819
29,"(6, 0, 2)",0,0,0,6,30.0,0,4,29.133333206176758,30.34973074359819
30,"(6, 0, 0)",4,0,3,3,15.0,0,4,29.133333206176758,30.34973074359819
31,"(3, 4, 1)",0,1,1,7,35.0,0,4,29.133333206176758,30.34973074359819
32,"(7, 0, 2)",0,0,1,6,30.0,0,4,29.133333206176758,30.34973074359819
33,"(6, 0, 0)",4,0,0,6,30.0,0,4,29.133333206176758,30.34973074359819
34,"(6, 4, 1)",0,0,2,8,20.0,0,4,29.133333206176758,30.34973074359819
35,"(8, 0, 2)",0,0,4,4,20.0,0,4,29.133333206176758,30.34973074359819
36,"(4, 0, 0)",4,0,3,1,5.0,0,4,29.133333206176758,30.34973074359819
37,"(1, 4, 1)",0,3,1,7,75.0,0,4,29.133333206176758,30.34973074359819
38,"(7, 0, 2)",0,0,2,5,25.0,0,4,29.133333206176758,30.34973074359819
39,"(5, 0, 0)",4,0,2,3,15.0,0,4,29.133333206176758,30.34973074359819
40,"(3, 4, 1)",0,1,0,8,40.0,0,4,29.133333206176758,30.34973074359819
41,"(8, 0, 2)",0,0,4,4,20.0,0,4,29.133333206176758,30.34973074359819
42,"(4, 0, 0)",4,0,2,2,10.0,0,4,29.133333206176758,30.34973074359819
43,"(2, 4, 1)",0,2,3,5,45.0,0,4,29.133333206176758,30.34973074359819
44,"(5, 0, 2)",0,0,1,4,20.0,0,4,29.133333206176758,30.34973074359819
45,"(4, 0, 0)",4,0,1,3,15.0,0,4,29.133333206176758,30.34973074359819
46,"(3, 4, 1)",0,1,2,6,30.0,0,4,29.133333206176758,30.34973074359819
47,"(6, 0, 2)",0,0,3,3,15.0,0,4,29.133333206176758,30.34973074359819
48,"(3, 0, 0)",4,1,3,1,25.0,0,4,29.133333206176758,30.34973074359819
49,"(1, 4, 1)",0,3,1,7,75.0,0,4,29.133333206176758,30.34973074359819
50,"(7, 0, 2)",0,0,4,3,15.0,0,4,29.133333206176758,30.34973074359819
51,"(3, 0, 0)",4,1,2,2,30.0,0,4,29.133333206176758,30.34973074359819
52,"(2, 4, 1)",0,2,0,8,60.0,0,4,29.133333206176758,30.34973074359819
53,"(8, 0, 2)",0,0,1,7,35.0,0,4,29.133333206176758,30.34973074359819
54,"(7, 0, 0)",4,0,4,3,15.0,0,4,29.133333206176758,30.34973074359819
55,"(3, 4, 1)",0,1,2,6,30.0,0,4,29.133333206176758,30.34973074359819
56,"(6, 0, 2)",0,0,2,4,20.0,0,4,29.133333206176758,30.34973074359819
57,"(4, 0, 0)",4,0,1,3,15.0,0,4,29.133333206176758,30.34973074359819
58,"(3, 4, 1)",0,1,1,7,35.0,0,4,29.133333206176758,30.34973074359819
59,"(7, 0, 2)",0,0,0,7,35.0,0,4,29.133333206176758,30.34973074359819
60,"(7, 0, 0)",4,0,0,7,35.0,0,4,29.133333206176758,30.34973074359819
61,"(7, 4, 1)",0,0,3,8,20.0,0,4,29.133333206176758,30.34973074359819
62,"(8, 0, 2)",0,0,4,4,20.0,0,4,29.133333206176758,30.34973074359819
63,"(4, 0, 0)",4,0,4,0,0.0,0,4,29.133333206176758,30.34973074359819
64,"(0, 4, 1)",0,4,0,8,100.0,0,4,29.133333206176758,30.34973074359819
65,"(8, 0, 2)",0,0,3,5,25.0,0,4,29.133333206176758,30.34973074359819
66,"(5, 0, 0)",4,0,0,5,25.0,0,4,29.133333206176758,30.34973074359819
67,"(5, 4, 1)",0,0,3,6,10.0,0,4,29.133333206176758,30.34973074359819
68,"(6, 0, 2)",0,0,4,2,10.0,0,4,29.133333206176758,30.34973074359819
69,"(2, 0, 0)",4,2,4,0,40.0,0,4,29.133333206176758,30.34973074359819
70,"(0, 4, 1)",0,4,4,4,80.0,0,4,29.133333206176758,30.34973074359819
71,"(4, 0, 2)",0,0,4,0,0.0,0,4,29.133333206176758,30.34973074359819
72,"(0, 0, 0)",4,4,2,2,90.0,0,4,29.133333206176758,30.34973074359819
73,"(2, 4, 1)",0,2,3,5,45.0,0,4,29.133333206176758,30.34973074359819
